country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Nigeria,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1967-10-16,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
North Macedonia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1994-01-18,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Norway,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1970-08-06,1966-11-21,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Oman,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,2003-01-02,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Pakistan,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1966-09-21,1966-09-19,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Palau,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,,,2011-09-20,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Panama,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1967-08-16,1966-12-08,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Papua New Guinea,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1982-01-27,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Paraguay,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,2003-08-18,2000-09-13,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Peru,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1971-09-29,1966-07-22,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Philippines,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1967-09-15,1966-03-07,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Poland,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1968-12-05,1966-03-07,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Portugal,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1982-08-24,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Qatar,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1976-07-22,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Republic of Korea,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1978-12-05,1978-08-08,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Republic of Moldova,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1993-01-26,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Romania,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1970-09-15,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Russian Federation,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1969-02-04,1966-03-07,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Rwanda,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1975-04-16,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
San Marino,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,2002-03-12,2001-12-11,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Sao Tome and Principe,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,2017-01-10,2000-09-06,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Saudi Arabia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1997-09-23,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Senegal,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1972-04-19,1968-07-22,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Serbia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,2001-03-12,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Seychelles,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1978-03-07,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Sierra Leone,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1967-08-02,1966-11-17,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Singapore,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,2017-11-27,2015-10-19,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Slovakia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1993-05-28,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Slovenia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1992-07-06,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Solomon Islands,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1982-03-17,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Somalia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1975-08-26,1967-01-26,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
South Africa,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1998-12-10,1994-10-03,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Spain,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1968-09-13,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Sri Lanka,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1982-02-18,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
St. Kitts and Nevis,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,2006-10-13,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
St. Lucia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1990-02-14,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
St. Vincent and the Grenadines,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1981-11-09,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
State of Palestine,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,2014-04-02,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Sudan,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1977-03-21,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Suriname,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Succession,1984-03-15,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Sweden,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1971-12-06,1966-05-05,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Switzerland,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1994-11-29,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Syrian Arab Republic,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1969-04-21,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Tajikistan,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1995-01-11,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Thailand,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,2003-01-28,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Timor-Leste,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,2003-04-16,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Togo,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1972-09-01,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Tonga,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1972-02-16,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Trinidad and Tobago,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1973-10-04,1967-06-09,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Tunisia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1967-01-13,1966-04-12,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Türkiye,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,2002-09-16,1972-10-13,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Turkmenistan,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1994-09-29,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Uganda,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1980-11-21,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Ukraine,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1969-03-07,1966-03-07,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
United Arab Emirates,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1974-06-20,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
United Kingdom of Great Britain and Northern Ireland,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1969-03-07,1966-10-11,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
United Republic of Tanzania,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1972-10-27,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
United States of America,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1994-10-21,1966-09-28,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Uruguay,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1968-08-30,1967-02-21,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Uzbekistan,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1995-09-28,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Venezuela (Bolivarian Republic of),cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1967-10-10,1967-04-21,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Viet Nam,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1982-06-09,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Yemen,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1972-10-18,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Zambia,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Ratification,1972-02-04,1968-10-11,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Zimbabwe,cerd,International Convention on the Elimination of All Forms of Racial Discrimination,Accession,1991-05-13,,1965,IV-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-2&chapter=4&clang=_en
Afghanistan,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,1983-01-24,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Albania,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,1991-10-04,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Algeria,icescr,"International Covenant on Economic, Social and Cultural Rights",Ratification,1989-09-12,1968-12-10,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Andorra,icescr,"International Covenant on Economic, Social and Cultural Rights",,,2025-09-23,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Angola,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,1992-01-10,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Antigua and Barbuda,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,2019-07-03,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Argentina,icescr,"International Covenant on Economic, Social and Cultural Rights",Ratification,1986-08-08,1968-02-19,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Armenia,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,1993-09-13,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Australia,icescr,"International Covenant on Economic, Social and Cultural Rights",Ratification,1975-12-10,1972-12-18,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Austria,icescr,"International Covenant on Economic, Social and Cultural Rights",Ratification,1978-09-10,1973-12-10,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Azerbaijan,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,1992-08-13,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Bahamas (The),icescr,"International Covenant on Economic, Social and Cultural Rights",Ratification,2008-12-23,2008-12-04,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
Bahrain,icescr,"International Covenant on Economic, Social and Cultural Rights",Accession,2007-09-27,,1966,IV-3,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-3&chapter=4&clang=_en
