country_name,treaty_id,treaty_name,action_type,action_date,signature_date,entry_into_force_date,treaty_open_year,wipo_treaty_id,source_url
Sudan,paris,Paris Convention for the Protection of Industrial Property,Accession,1984-01-16,,1984-04-16,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Suriname,paris,Paris Convention for the Protection of Industrial Property,Succession,1976-11-16,,1975-11-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Sweden,paris,Paris Convention for the Protection of Industrial Property,Accession,1885-05-29,,1885-07-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Switzerland,paris,Paris Convention for the Protection of Industrial Property,Ratification,1884-06-06,1883-03-20,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Syrian Arab Republic,paris,Paris Convention for the Protection of Industrial Property,Accession,1924-06-18,,1924-09-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Tajikistan,paris,Paris Convention for the Protection of Industrial Property,Succession,1994-02-14,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Thailand,paris,Paris Convention for the Protection of Industrial Property,Accession,2008-05-02,,2008-08-02,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Togo,paris,Paris Convention for the Protection of Industrial Property,Accession,1967-07-11,,1967-09-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Tonga,paris,Paris Convention for the Protection of Industrial Property,Accession,2001-03-14,,2001-06-14,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Trinidad and Tobago,paris,Paris Convention for the Protection of Industrial Property,Accession,1964-05-14,,1964-08-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Tunisia,paris,Paris Convention for the Protection of Industrial Property,Accession,1884-03-20,,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Türkiye,paris,Paris Convention for the Protection of Industrial Property,Accession,1925-08-06,,1925-10-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Turkmenistan,paris,Paris Convention for the Protection of Industrial Property,Succession,1995-03-01,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Uganda,paris,Paris Convention for the Protection of Industrial Property,Accession,1965-05-14,,1965-06-14,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Ukraine,paris,Paris Convention for the Protection of Industrial Property,Succession,1992-09-21,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
United Arab Emirates,paris,Paris Convention for the Protection of Industrial Property,Accession,1996-06-19,,1996-09-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
United Kingdom,paris,Paris Convention for the Protection of Industrial Property,Accession,1884-03-17,,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
United Republic of Tanzania,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-04-02,,1963-06-16,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
United States of America,paris,Paris Convention for the Protection of Industrial Property,Accession,1887-03-18,,1887-05-30,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Uruguay,paris,Paris Convention for the Protection of Industrial Property,Accession,1967-01-25,,1967-03-18,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Uzbekistan,paris,Paris Convention for the Protection of Industrial Property,Succession,1993-08-18,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Venezuela (Bolivarian Republic of),paris,Paris Convention for the Protection of Industrial Property,Accession,1995-06-09,,1995-09-12,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Viet Nam,paris,Paris Convention for the Protection of Industrial Property,,,,1949-03-08,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Yemen,paris,Paris Convention for the Protection of Industrial Property,Accession,2006-11-15,,2007-02-15,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Zambia,paris,Paris Convention for the Protection of Industrial Property,Succession,1964-12-31,,1965-04-06,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Zimbabwe,paris,Paris Convention for the Protection of Industrial Property,Succession,1981-09-29,,1980-04-18,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Afghanistan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2018-03-02,,2018-06-02,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Albania,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1993-12-02,,1994-03-06,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Algeria,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1998-01-19,,1998-04-19,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Andorra,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2004-03-02,,2004-06-02,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Antigua and Barbuda,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-12-17,,2000-03-17,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Argentina,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1967-05-05,,1967-06-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Armenia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2000-07-19,,2000-10-19,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Australia,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1928-04-14,,1928-04-14,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Austria,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1920-09-11,,1920-10-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Azerbaijan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-03-04,,1999-06-04,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bahamas,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1976-07-05,,1973-07-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bahrain,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1996-11-29,,1997-03-02,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bangladesh,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-02-04,,1999-05-04,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Barbados,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1983-03-16,,1983-07-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Belarus,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-09-12,,1997-12-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Belgium,berne,Berne Convention for the Protection of Literary and Artistic Works,Ratification,1887-09-05,1886-09-09,1887-12-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Belize,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2000-03-17,,2000-06-17,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Benin,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1961-01-03,,1960-08-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bhutan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2004-08-25,,2004-11-25,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bolivia (Plurinational State of),berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1993-08-04,,1993-11-04,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bosnia and Herzegovina,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1993-06-02,,1992-03-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Botswana,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1998-01-15,,1998-04-15,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Brazil,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1922-02-06,,1922-02-09,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Brunei Darussalam,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2006-05-30,,2006-08-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Bulgaria,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1921-12-05,,1921-12-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Burkina Faso,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1963-04-26,,1963-08-19,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Burundi,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2016-01-12,,2016-04-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cabo Verde,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-04-07,,1997-07-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cambodia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2021-12-09,,2022-03-09,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cameroon,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1964-09-21,,1960-01-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Canada,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1928-04-10,,1928-04-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Central African Republic,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1977-05-31,,1977-09-03,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Chad,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1971-08-04,,1971-11-25,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Chile,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1970-04-09,,1970-06-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
China,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1992-07-10,,1992-10-15,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Colombia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1987-12-04,,1988-03-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Comoros,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2005-01-17,,2005-04-17,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Congo,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1962-05-08,,1960-08-15,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cook Islands,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2017-05-03,,2017-08-03,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Costa Rica,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1978-03-03,,1978-06-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Côte d'Ivoire,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1961-07-08,,1962-01-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Croatia,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1992-07-28,,1991-10-08,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cuba,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1996-11-20,,1997-02-20,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Cyprus,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1964-02-24,,1960-08-16,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Czech Republic,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1992-12-18,,1993-01-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Democratic People's Republic of Korea,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2003-01-28,,2003-04-28,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Democratic Republic of the Congo,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1963-10-08,,1960-06-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Denmark,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1903-06-13,,1903-07-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Djibouti,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2002-02-13,,2002-05-13,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Dominica,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-05-07,,1999-08-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Dominican Republic,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-09-24,,1997-12-24,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Ecuador,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1991-07-08,,1991-10-09,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Egypt,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1977-03-02,,1977-06-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
El Salvador,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1993-11-18,,1994-02-19,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Equatorial Guinea,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-03-26,,1997-06-26,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Estonia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1994-07-26,,1994-10-26,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Eswatini,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1998-09-14,,1998-12-14,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Fiji,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1971-12-01,,1970-10-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Finland,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1928-03-23,,1928-04-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
France,berne,Berne Convention for the Protection of Literary and Artistic Works,Ratification,1887-09-05,1886-09-09,1887-12-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Gabon,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1961-12-19,,1962-03-26,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Gambia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1992-12-07,,1993-03-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Georgia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1995-02-16,,1995-05-16,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Germany,berne,Berne Convention for the Protection of Literary and Artistic Works,Ratification,1887-09-05,1886-09-09,1887-12-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Ghana,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1991-07-11,,1991-10-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Greece,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1920-11-09,,1920-11-09,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Grenada,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1998-06-22,,1998-09-22,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Guatemala,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-04-28,,1997-07-28,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Guinea,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1980-08-13,,1980-11-20,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Guinea-Bissau,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1991-04-18,,1991-07-22,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Guyana,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1994-07-25,,1994-10-25,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Haiti,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1995-10-11,,1996-01-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Holy See,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1935-07-19,,1935-09-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Honduras,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1989-10-24,,1990-01-25,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Hungary,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1922-02-14,,1922-02-14,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Iceland,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1947-06-30,,1947-09-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
India,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1928-04-23,,1928-04-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Indonesia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-06-05,,1997-09-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Ireland,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1927-10-05,,1927-10-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Israel,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1949-12-14,,1950-03-24,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Italy,berne,Berne Convention for the Protection of Literary and Artistic Works,Ratification,1887-09-05,1886-09-09,1887-12-05,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Jamaica,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1993-09-28,,1994-01-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Japan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1899-04-18,,1899-07-15,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Jordan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-04-28,,1999-07-28,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Kazakhstan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-01-12,,1999-04-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Kenya,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1993-03-11,,1993-06-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Kiribati,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2017-10-02,,2018-01-02,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Kuwait,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2014-09-02,,2014-12-02,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Kyrgyzstan,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1999-04-08,,1999-07-08,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Lao People's Democratic Republic,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2011-12-14,,2012-03-14,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Latvia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1995-05-11,,1995-08-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Lebanon,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1946-02-19,,1947-09-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Lesotho,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1989-06-27,,1989-09-28,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Liberia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1988-12-08,,1989-03-08,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Libya,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1976-06-28,,1976-09-28,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Liechtenstein,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1931-07-20,,1931-07-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Lithuania,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1994-09-14,,1994-12-14,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Luxembourg,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1888-06-20,,1888-06-20,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Madagascar,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1966-02-11,,1966-01-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Malawi,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1991-07-12,,1991-10-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Malaysia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1990-06-28,,1990-10-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Maldives,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2025-08-22,,2025-11-22,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mali,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1962-03-19,,1962-03-19,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Malta,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1968-05-29,,1964-09-21,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mauritania,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1972-10-16,,1973-02-06,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mauritius,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1989-02-09,,1989-05-10,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mexico,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1967-05-09,,1967-06-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Micronesia (Federated States of),berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2003-07-07,,2003-10-07,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Monaco,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1889-05-30,,1889-05-30,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mongolia,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1997-12-12,,1998-03-12,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Montenegro,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,2006-12-04,,2006-06-03,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Morocco,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1917-06-16,,1917-06-16,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Mozambique,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2013-08-22,,2013-11-22,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Namibia,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1993-09-21,,1990-03-21,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Nauru,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2020-02-11,,2020-05-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Nepal,berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,2005-10-11,,2006-01-11,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
Netherlands (Kingdom of the),berne,Berne Convention for the Protection of Literary and Artistic Works,Accession,1912-10-09,,1912-11-01,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
New Zealand,berne,Berne Convention for the Protection of Literary and Artistic Works,Succession,1928-04-26,,1928-04-24,1886,15,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=15
