country_name,treaty_id,treaty_name,action_type,action_date,signature_date,entry_into_force_date,treaty_open_year,wipo_treaty_id,source_url
Singapore,wipo_convention,WIPO Convention,Accession,1990-09-10,,1990-12-10,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Slovakia,wipo_convention,WIPO Convention,Succession,1992-12-30,,1993-01-01,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Slovenia,wipo_convention,WIPO Convention,Succession,1992-06-12,,1991-06-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Solomon Islands,wipo_convention,WIPO Convention,Accession,2019-04-04,,2019-07-04,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Somalia,wipo_convention,WIPO Convention,Accession,1982-08-18,,1982-11-18,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
South Africa,wipo_convention,WIPO Convention,Ratification,1974-12-23,1967-07-14,1975-03-23,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Spain,wipo_convention,WIPO Convention,Ratification,1969-06-06,1967-07-14,1970-04-26,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Sri Lanka,wipo_convention,WIPO Convention,Accession,1978-06-20,,1978-09-20,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Sudan,wipo_convention,WIPO Convention,Accession,1973-11-15,,1974-02-15,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Suriname,wipo_convention,WIPO Convention,Succession,1976-11-16,,1975-11-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Sweden,wipo_convention,WIPO Convention,Ratification,1969-08-12,1967-07-14,1970-04-26,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Switzerland,wipo_convention,WIPO Convention,Ratification,1970-01-26,1967-07-14,1970-04-26,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Syrian Arab Republic,wipo_convention,WIPO Convention,Accession,2004-08-18,,2004-11-18,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Tajikistan,wipo_convention,WIPO Convention,Succession,1994-02-14,,1991-12-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Thailand,wipo_convention,WIPO Convention,Accession,1989-09-25,,1989-12-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Timor-Leste,wipo_convention,WIPO Convention,Accession,2017-09-12,,2017-12-12,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Togo,wipo_convention,WIPO Convention,Accession,1975-01-28,,1975-04-28,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Tonga,wipo_convention,WIPO Convention,Accession,2001-03-14,,2001-06-14,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Trinidad and Tobago,wipo_convention,WIPO Convention,Accession,1988-05-16,,1988-08-16,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Tunisia,wipo_convention,WIPO Convention,Ratification,1975-08-28,1967-07-14,1975-11-28,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Türkiye,wipo_convention,WIPO Convention,Accession,1976-02-12,,1976-05-12,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Turkmenistan,wipo_convention,WIPO Convention,Succession,1995-03-01,,1991-12-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Tuvalu,wipo_convention,WIPO Convention,Accession,2014-03-04,,2014-06-04,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Uganda,wipo_convention,WIPO Convention,Accession,1973-07-18,,1973-10-18,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Ukraine,wipo_convention,WIPO Convention,Ratification,1969-02-12,1967-11-16,1970-04-26,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
United Arab Emirates,wipo_convention,WIPO Convention,Accession,1974-06-24,,1974-09-24,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
United Kingdom,wipo_convention,WIPO Convention,Ratification,1969-02-26,1967-07-14,1970-04-26,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
United Republic of Tanzania,wipo_convention,WIPO Convention,Accession,1983-09-30,,1983-12-30,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
United States of America,wipo_convention,WIPO Convention,Ratification,1970-05-25,1967-07-14,1970-08-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Uruguay,wipo_convention,WIPO Convention,Accession,1979-09-21,,1979-12-21,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Uzbekistan,wipo_convention,WIPO Convention,Succession,1993-05-05,,1991-12-25,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Vanuatu,wipo_convention,WIPO Convention,Accession,2011-12-02,,2012-03-02,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Venezuela (Bolivarian Republic of),wipo_convention,WIPO Convention,Accession,1984-08-23,,1984-11-23,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Viet Nam,wipo_convention,WIPO Convention,Succession,1981-04-07,,1976-07-02,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Yemen,wipo_convention,WIPO Convention,Accession,1978-12-29,,1979-03-29,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Zambia,wipo_convention,WIPO Convention,Accession,1977-02-14,,1977-05-14,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Zimbabwe,wipo_convention,WIPO Convention,Accession,1981-09-29,,1981-12-29,1967,1,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=1
Afghanistan,paris,Paris Convention for the Protection of Industrial Property,Accession,2017-02-14,,2017-05-14,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Albania,paris,Paris Convention for the Protection of Industrial Property,Accession,1995-07-04,,1995-10-04,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Algeria,paris,Paris Convention for the Protection of Industrial Property,Accession,1965-09-16,,1966-03-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Andorra,paris,Paris Convention for the Protection of Industrial Property,Accession,2004-03-02,,2004-06-02,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Angola,paris,Paris Convention for the Protection of Industrial Property,Accession,2007-09-27,,2007-12-27,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Antigua and Barbuda,paris,Paris Convention for the Protection of Industrial Property,Accession,1999-12-17,,2000-03-17,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Argentina,paris,Paris Convention for the Protection of Industrial Property,Accession,1966-12-27,,1967-02-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Armenia,paris,Paris Convention for the Protection of Industrial Property,Succession,1994-05-17,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Australia,paris,Paris Convention for the Protection of Industrial Property,Accession,1925-07-30,,1925-10-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Austria,paris,Paris Convention for the Protection of Industrial Property,Accession,1908-11-30,,1909-01-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Azerbaijan,paris,Paris Convention for the Protection of Industrial Property,Accession,1995-09-25,,1995-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bahamas,paris,Paris Convention for the Protection of Industrial Property,Succession,1976-07-05,,1973-07-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bahrain,paris,Paris Convention for the Protection of Industrial Property,Accession,1997-07-29,,1997-10-29,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bangladesh,paris,Paris Convention for the Protection of Industrial Property,Accession,1990-11-29,,1991-03-03,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Barbados,paris,Paris Convention for the Protection of Industrial Property,Accession,1984-12-12,,1985-03-12,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Belarus,paris,Paris Convention for the Protection of Industrial Property,Succession,1993-04-14,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Belgium,paris,Paris Convention for the Protection of Industrial Property,Ratification,1884-06-06,1883-03-20,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Belize,paris,Paris Convention for the Protection of Industrial Property,Accession,2000-03-17,,2000-06-17,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Benin,paris,Paris Convention for the Protection of Industrial Property,Accession,1966-09-22,,1967-01-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bhutan,paris,Paris Convention for the Protection of Industrial Property,Accession,2000-05-04,,2000-08-04,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bolivia (Plurinational State of),paris,Paris Convention for the Protection of Industrial Property,Accession,1993-08-04,,1993-11-04,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bosnia and Herzegovina,paris,Paris Convention for the Protection of Industrial Property,Succession,1993-06-02,,1992-03-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Botswana,paris,Paris Convention for the Protection of Industrial Property,Accession,1998-01-15,,1998-04-15,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Brazil,paris,Paris Convention for the Protection of Industrial Property,Ratification,1884-06-06,1883-03-20,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Brunei Darussalam,paris,Paris Convention for the Protection of Industrial Property,Accession,2011-11-17,,2012-02-17,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Bulgaria,paris,Paris Convention for the Protection of Industrial Property,Accession,1921-04-30,,1921-06-13,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Burkina Faso,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-09-17,,1963-11-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Burundi,paris,Paris Convention for the Protection of Industrial Property,Accession,1977-05-31,,1977-09-03,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Cabo Verde,paris,Paris Convention for the Protection of Industrial Property,Accession,2022-04-06,,2022-07-06,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Cambodia,paris,Paris Convention for the Protection of Industrial Property,Accession,1998-06-22,,1998-09-22,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Cameroon,paris,Paris Convention for the Protection of Industrial Property,Accession,1964-02-10,,1964-05-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Canada,paris,Paris Convention for the Protection of Industrial Property,Accession,1923-08-21,,1923-09-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Central African Republic,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-10-05,,1963-11-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Chad,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-09-11,,1963-11-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Chile,paris,Paris Convention for the Protection of Industrial Property,Accession,1991-03-13,,1991-06-14,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
China,paris,Paris Convention for the Protection of Industrial Property,Accession,1984-12-19,,1985-03-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Colombia,paris,Paris Convention for the Protection of Industrial Property,Accession,1996-06-03,,1996-09-03,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Comoros,paris,Paris Convention for the Protection of Industrial Property,Accession,2005-01-03,,2005-04-03,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Congo,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-06-26,,1963-09-02,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Costa Rica,paris,Paris Convention for the Protection of Industrial Property,Accession,1995-07-28,,1995-10-31,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Côte d'Ivoire,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-08-09,,1963-10-23,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Croatia,paris,Paris Convention for the Protection of Industrial Property,Succession,1992-07-28,,1991-10-08,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Cuba,paris,Paris Convention for the Protection of Industrial Property,Accession,1904-09-22,,1904-11-17,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Cyprus,paris,Paris Convention for the Protection of Industrial Property,Accession,1965-12-17,,1966-01-17,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Czech Republic,paris,Paris Convention for the Protection of Industrial Property,Succession,1992-12-18,,1993-01-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Democratic People's Republic of Korea,paris,Paris Convention for the Protection of Industrial Property,Accession,1980-03-07,,1980-06-10,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Democratic Republic of the Congo,paris,Paris Convention for the Protection of Industrial Property,Accession,1974-10-28,,1975-01-31,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Denmark,paris,Paris Convention for the Protection of Industrial Property,Accession,1894-10-01,,1894-10-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Djibouti,paris,Paris Convention for the Protection of Industrial Property,Accession,2002-02-13,,2002-05-13,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Dominica,paris,Paris Convention for the Protection of Industrial Property,Accession,1999-05-07,,1999-08-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Dominican Republic,paris,Paris Convention for the Protection of Industrial Property,Accession,1884-10-20,,1890-07-11,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Ecuador,paris,Paris Convention for the Protection of Industrial Property,Accession,1999-03-22,,1999-06-22,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Egypt,paris,Paris Convention for the Protection of Industrial Property,Accession,1951-03-05,,1951-07-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
El Salvador,paris,Paris Convention for the Protection of Industrial Property,Accession,1993-11-18,,1994-02-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Equatorial Guinea,paris,Paris Convention for the Protection of Industrial Property,Accession,1997-03-26,,1997-06-26,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Estonia,paris,Paris Convention for the Protection of Industrial Property,Accession,1994-05-24,,1994-08-24,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Eswatini,paris,Paris Convention for the Protection of Industrial Property,Accession,1991-02-12,,1991-05-12,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Ethiopia,paris,Paris Convention for the Protection of Industrial Property,Accession,2025-05-15,,2025-08-15,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Fiji,paris,Paris Convention for the Protection of Industrial Property,Accession,2023-10-19,,2024-01-19,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Finland,paris,Paris Convention for the Protection of Industrial Property,Accession,1921-08-02,,1921-09-20,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
France,paris,Paris Convention for the Protection of Industrial Property,Ratification,1884-06-06,1883-03-20,1884-07-07,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Gabon,paris,Paris Convention for the Protection of Industrial Property,Accession,1963-11-16,,1964-02-29,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Gambia,paris,Paris Convention for the Protection of Industrial Property,Accession,1991-10-21,,1992-01-21,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Georgia,paris,Paris Convention for the Protection of Industrial Property,Succession,1994-01-18,,1991-12-25,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
Germany,paris,Paris Convention for the Protection of Industrial Property,Accession,1903-05-01,,1903-05-01,1883,2,https://www.wipo.int/wipolex/en/treaties/ShowResults?search_what=C&treaty_id=2
